Text,Language,clean_text,source
"Mir zu sagen, welches dieser zehn Wörter Ihr Lieblings-Smart-Wort Nummer sechs war, bedeutet, in einer schwierigen Situation zu sein.",German,sagen zehn wörter lieblings smart wort nummer sechs bedeutet schwierigen situation,original
"Zum Beispiel, Junge, ich bin in einer schwierigen Situation, weil ich mit zwei verschiedenen Freunden Pläne dafür gemacht habe Abend.",German,beispiel junge schwierigen situation zwei verschiedenen freunden pläne dafür gemacht abend,original
Ich habe mein Telefon verloren und bin in einer Verlegenheit oder unser Bus ist heute Morgen kaputt gegangen und ich bin in einer Verlegenheit.,German,telefon verloren verlegenheit bus heute morgen kaputt gegangen verlegenheit,original
"Mein Freund bittet mich immer um Hilfe, wenn er in einer Verlegenheit ist und wenn es gut läuft, vergisst er es.",German,freund bittet immer hilfe verlegenheit gut läuft vergisst,original
"Wenn Sie zum Beispiel das nächste Mal Mathe-Hausaufgaben von der Schule bekommen und wenn Sie Ihr Mathebuch in der Schule gelassen haben, können Sie Ihren Freunden sagen, dass Sie sich in einer echten Verlegenheit befinden mit etwas reparieren.",German,beispiel nächste mal mathe hausaufgaben schule bekommen mathebuch schule gelassen freunden sagen echten verlegenheit befinden reparieren,original
"Aber nein in einem Fix bedeutet, in einer schwierigen Situation zu sein.",German,nein fix bedeutet schwierigen situation,original
"Andere Wörter, die Sie anstelle eines Fixes verwenden können, sind, dass ich in einer Suppe bin oder ich.",German,wörter anstelle fix verwenden suppe,original
"Ich bin in einem Chaos oder ich bin in einem Punkt der Mühe oder nur ich bin in einem Punkt Smart Word Nummer 7 ist Flummox Flummox bedeutet, jemanden zu verwirren.",German,chaos punkt mühe punkt smart word nummer flummox flummox bedeutet jemanden verwirren,original
"So sehr, dass sie vergessen, was jetzt verwirrt zu tun ist, ist dies meistens ein überstrapaziertes Wort.",German,vergessen verwirrt tun meistens überstrapaziertes wort,original
Warum verwenden Sie stattdessen nicht Flummox?,German,warum verwenden stattdessen flummox,original
"Der Junge sah völlig verblüfft aus, als der Lehrer ihm im Unterricht eine Frage stellte oder der Hund flummoxte bei seinem eigenen Spiegelbild oder dem Touristen war der Tourist von den unterschiedlichen Bräuchen überwältigt, die.",German,junge sah völlig verblüfft lehrer unterricht frage stellte hund flummoxte eigenen spiegelbild touristen tourist unterschiedlichen bräuchen überwältigt,original
"Er begegnete ihm auf seinen Reisen oder in einem Interview, als sie gefragt wurde, warum wir Sie einstellen sollten.",German,begegnete reisen interview gefragt wurde warum einstellen sollten,original
"Sie sah beim nächsten Mal völlig verblüfft aus, wenn Sie bei Fragen, zum Beispiel bei einer Prüfung, verwirrt sind, dann Sie.",German,sah beim nächsten mal völlig verblüfft fragen beispiel prüfung verwirrt,original
"kann das immer sagen, weil ich es nicht hatte Ich habe mich sehr gut auf die Prüfung vorbereitet.",German,immer sagen gut prüfung vorbereitet,original
"Einige der Fragen, die Sie anstelle von Flummox verwenden können, haben mich verwirrt.",German,fragen anstelle flummox verwenden verwirrt,original
"Sie sind verwirrt, verwirrt oder verwirrt.",German,verwirrt verwirrt verwirrt,original
Das achte Wort Nummer acht ist Rendezvous Rendezvous Rendezvous.,German,achte wort nummer acht rendezvous rendezvous rendezvous,original
"ist eine sehr französische Art zu sagen, Treffen oder Datum zum Beispiel Ich habe ein Rendezvous mit meinen Freunden beim Mittagessen am Samstag oder ich plane ein Rendezvous mit meinen Freunden im Einkaufszentrum für Filme Rendezvous kann sowohl als Substantiv als auch als Verb verwendet werden beispielsweise.",German,französische art sagen treffen datum beispiel rendezvous freunden beim mittagessen samstag plane rendezvous freunden einkaufszentrum filme rendezvous sowohl substantiv verb verwendet beispielsweise,original
Ich habe heute Abend ein Rendezvous mit meinen Freunden oder ich werde mich morgen mit meinen Freunden treffen.,German,heute abend rendezvous freunden morgen freunden treffen,original
"In Frankreich wurde früheres Rendezvous von der Armee verwendet, um einen Treffpunkt für die Truppen anzugeben.",German,frankreich wurde früheres rendezvous armee verwendet treffpunkt truppen anzugeben,original
"Jetzt ist das Wort Rendezvous auch jetzt noch etwas Aufregendes und Geheimnisvolles, sodass Sie Rendezvous für jedes Treffen verwenden können.",German,wort rendezvous aufregendes geheimnisvolles sodass rendezvous treffen verwenden,original
"im Allgemeinen aber es hat gewonnen ' Wenn Sie ein Datum haben, können Sie sicher sagen, dass ein Rendezvous-Smart-Wort Nummer 9 stumpf ist.",German,allgemeinen gewonnen datum sicher sagen rendezvous smart wort nummer stumpf,original
"stumpf stumpf ist eine Beleidigung, die Sie verwenden würden, wenn Sie versuchen, jemanden dumm oder unintelligen anzurufen oder düster, jetzt haben Sie das Wort stumpf in der Geometrie stumpfen Winkels und spitzen Winkels gehört, so dass ein stumpfer Winkel ein Winkel ist, der größer als 90 Grad, aber kleiner als 180 Grad ist.",German,stumpf stumpf beleidigung verwenden versuchen jemanden dumm unintelligen anzurufen düster wort stumpf geometrie stumpfen winkels spitzen winkels gehört stumpfer winkel winkel größer grad kleiner 180 grad,original
"und ein spitzer Winkel ist dieser scharfe Winkel von weniger als 90 Grad, so spitz wie ein Wort verwendet wird, um scharf und daher auch geistig scharf und stumpf zu bezeichnen, bedeutet stumpf und daher auch ein wenig langsam im Kopf, so dass Beispielsätze mit stumpf sind der Mann war so stumpf, dass er sein Passwort an einen falschen Anrufer oder das stumpfe Kind weitergab.",German,spitzer winkel scharfe winkel weniger grad spitz wort verwendet scharf daher geistig scharf stumpf bezeichnen bedeutet stumpf daher wenig langsam kopf beispielsätze stumpf mann stumpf passwort falschen anrufer stumpfe kind weitergab,original
konnte nicht.,German,konnte,original
"Um eine einzige Frage im Test zu beantworten, oder der stumpfe Mann hatte Schwierigkeiten, selbst grundlegende Anweisungen zu verstehen.",German,einzige frage test beantworten stumpfe mann schwierigkeiten grundlegende anweisungen verstehen,original
"Nehmen wir jetzt an, dass Ihr Freund oder Ihre Freundin in Ihrer täglichen Situation wütend auf Sie ist und Sie nicht wissen, warum Sie das können.",German,nehmen freund freundin täglichen situation wütend wissen warum,original
"Sagen Sie ihnen, vielleicht bin ich stumpf, aber ich weiß nicht, warum Sie so verärgert sind.",German,sagen vielleicht stumpf weiß warum verärgert,original
"Kluges Wort Nummer 10 ist träge träge träge bedeutet, sich langsam zu bewegen, um etwas langsamer zu sein.",German,kluges wort nummer träge träge träge bedeutet langsam bewegen langsamer,original
als sonst ein bisschen müde und mangelhaft aussehen.,German,bisschen müde mangelhaft aussehen,original
"Im Energiebeispiel macht mich ein schweres Mittagessen sehr nachmittags träge, hat Wurzeln aus dem Wort, was bedeutet, dass eine langsame Person und eine Schnecke ein Tier ist, das sich wirklich sehr langsam bewegt wie ein Schneckenbeispiel.",German,energiebeispiel macht schweres mittagessen nachmittags träge wurzeln wort bedeutet langsame person schnecke tier wirklich langsam bewegt schneckenbeispiel,original
Die Wirtschaft war in diesem Jahr sehr schleppend oder das Spiel hat sich nach einem schleppenden Start erholt.,German,wirtschaft jahr schleppend spiel schleppenden start erholt,original
oder das Geschäft war in diesem Quartal schleppend.,German,geschäft quartal schleppend,original
"Sie können es in Ihrem täglichen Leben verwenden, wenn Sie sich eines Tages sehr müde fühlen, können Sie es Ihrer Mutter oder Sie können es sagen.",German,täglichen leben verwenden tages müde fühlen mutter sagen,original
"Deine Freunde, ich fühle mich sehr träge.",German,freunde fühle träge,original
"Heute könnte ich mit einem Energy-Drink andere Wörter gebrauchen, die Sie anstelle von trägen verwenden können.",German,heute energy drink wörter gebrauchen anstelle trägen verwenden,original
"Sie könnten träge sein oder meine Füße ziehen, also waren das die 10 klugen Wörter und früher.",German,könnten träge füße ziehen klugen wörter früher,original
"Ich gebe Ihnen diesen geheimen Tipp, um sehr fließend zu klingen.",German,gebe geheimen tipp fließend klingen,original
"Ich möchte Sie daran erinnern, dass ich in diesem Fall einen Link zu einem Video setze, wenn Sie nach intelligenten Wörtern suchen, die Sie für ein Telefonat verwenden können.",German,möchte daran erinnern fall link video setze intelligenten wörtern suchen telefonat verwenden,original
"unten im Beschreibungsfeld dafür und jetzt ist der geheime Tipp der geheime Tipp, fließend zu klingen, nicht mehr als ein kluges Wort oder einen Satz zu verwenden, den ich manchmal kenne.",German,unten beschreibungsfeld dafür geheime tipp geheime tipp fließend klingen mehr kluges wort satz verwenden manchmal kenne,original
"wir werden sehr aufgeregt, weil.",German,aufgeregt,original
"wir' Ich habe eine ganze Menge dieser klugen Wörter gelernt und wir neigen dazu, zwei, drei, vier davon in einen Satz zu packen, der nicht natürlich klingt.",German,ganze menge klugen wörter gelernt neigen zwei drei vier davon satz packen natürlich klingt,original
"Stellen Sie also nacheinander sicher, dass Sie das Wort richtig aussprechen.",German,stellen nacheinander sicher wort richtig aussprechen,original
Gehen Sie zu Google und geben Sie das Wort ein.,German,gehen google geben wort,original
"Bei der Suche ganz oben sehen Sie ein kleines Sprechersymbol, das auf diesen Sprecher klickt.",German,suche ganz oben sehen kleines sprechersymbol sprecher klickt,original
und höre die Aussprache ein- oder zweimal.,German,höre aussprache zweimal,original
"und du bist bereit zu gehen und wenn dir dieses Video gefallen hat, vergiss nicht, uns einen Daumen hoch mit einem Kommentar zu geben.",German,bereit gehen video gefallen vergiss daumen hoch kommentar geben,original
"für mich darunter, mir zu sagen, welches dieser 10 Wörter dein Favorit ist und auch.",German,darunter sagen wörter favorit,original
"Wenn Sie noch nicht auf die Schaltfläche ""Abonnieren"" und das Glockensymbol direkt daneben geklickt haben, können Sie sich freuen.",German,schaltfläche abonnieren glockensymbol direkt daneben geklickt freuen,original
"Hey Leute, willkommen auf meinem Kanal in diesem Video.",German,hey leute willkommen kanal video,original
"Ich werde dir die 50 besten englischen Sätze geben, die du in deinem Alltag verwenden kannst.",German,besten englischen sätze geben alltag verwenden kannst,original
"Also, wenn Sie gerade dabei sind, Ihre Reise anzutreten.",German,gerade dabei reise anzutreten,original
In einem englischsprachigen Land können Sie dies vollständig nutzen.,German,englischsprachigen land vollständig nutzen,original
"Sätze, wenn Sie eine Weile Englisch gelernt haben und das Lernen wieder aufnehmen möchten.",German,sätze weile englisch gelernt lernen aufnehmen möchten,original
Dies ist das beste Video für den Anfang.,German,beste video anfang,original
Lassen Sie uns also in hoffentlich 10 Minuten 50 Sätze auf Englisch schreiben.,German,lassen hoffentlich minuten sätze englisch schreiben,original
Satz Nummer eins Dies ist eine andere Art zu fragen.,German,satz nummer eins art fragen,original
wie gehts?,German,gehts,original
Wie gehts?,German,gehts,original
wie geht's?.,German,geht,original
"Also triffst du jemanden und hast Zeit, wie es läuft?",German,triffst jemanden hast zeit läuft,original
"Satz Nummer zwei, wenn Sie jemanden eine Weile nicht gesehen haben, sagen Sie ihm, dass Sie diese Person lange Zeit nicht gesehen haben.",German,satz nummer zwei jemanden weile gesehen sagen person lange zeit gesehen,original
"Das bedeutet, dass Sie diese Person vielleicht Wochen oder Monate lang nicht gesehen haben.",German,bedeutet person vielleicht wochen monate lang gesehen,original
"drei, wenn Sie fragen möchten, was Sie getan haben.",German,drei fragen möchten getan,original
"Sie fragen, was haben Sie so gemacht, was war in Ihrem Leben los?",German,fragen gemacht leben los,original
"Was hast du gemacht, um sie zu erziehen, wenn alles läuft?",German,hast gemacht erziehen läuft,original
"Nun, Sie können einfach antworten, können sich nicht beschweren.",German,einfach antworten beschweren,original
Alles ist wirklich cool.,German,wirklich cool,original
Ich kann mich nicht über den nächsten Satz beschweren.,German,nächsten satz beschweren,original
"Jemand sagt Ihnen etwas und Sie haben es im Gespräch nicht wirklich erwähnt, als würden sie irgendwie vermuten, dass Sie einen neuen Job haben, und Sie fragen ihn.",German,jemand sagt gespräch wirklich erwähnt irgendwie vermuten neuen job fragen,original
woher weißt du das?.,German,woher weißt,original
"Woher hast du die Nachrichten, wie geht es dir?",German,woher hast nachrichten geht,original
"Wenn jemand einen coolen Witz erzählt, kann man sagen, dass das ein guter ist.",German,jemand coolen witz erzählt sagen guter,original
"Das ist ein großartiger Witz, also ist der Satz, dass er gut ist.",German,großartiger witz satz gut,original
"Wenn du jemandem danken willst, kannst du sagen, dass es sehr nett von dir ist.",German,jemandem danken willst kannst sagen nett,original
"Vielen Dank dafür, dass das sehr nett von dir ist.",German,vielen dank dafür nett,original
"Es ist sehr nett von dir, wenn jemand.",German,nett jemand,original
"Ich habe versucht, Ihnen zu helfen, konnte aber das Ergebnis nicht erreichen, das Sie sagen können.",German,versucht helfen konnte ergebnis erreichen sagen,original
"Trotzdem danke, es spielt keine Rolle, aber trotzdem danke.",German,trotzdem danke spielt rolle trotzdem danke,original
vielen Dank für Ihre Mühen.,German,vielen dank mühen,original
"Nein, trotzdem danke und ein anderer Satz, den ich manchmal in meiner E-Mail verwende, wenn ich nicht nach einer Person gefragt habe.",German,nein trotzdem danke satz manchmal mail verwende person gefragt,original
Ich frage und dann sage ich am Ende.,German,frage sage ende,original
"Vielen Dank im Voraus, was bedeutet, dass ich wirklich hoffe, dass Sie werden.",German,vielen dank voraus bedeutet wirklich hoffe,original
Mach es ein paar Dankeschöns im Voraus.,German,mach paar dankeschöns voraus,original
"Vielen Dank im Voraus, wenn jemand einen Fehler gemacht hat, und er ist wirklich verärgert darüber.",German,vielen dank voraus jemand fehler gemacht wirklich verärgert darüber,original
Sie können einfach keine Sorgen sagen.,German,einfach sorgen sagen,original
"Mach dir keine Sorgen, keine Sorgen, das heißt, mach dir keine Sorgen.",German,mach sorgen sorgen heißt mach sorgen,original
Das ist gut.,German,gut,original
"Keine Sorge, stellen Sie sich vor, Sie sind nach Hause gekommen und alle Ihre Freunde sitzen auf Ihrer Couch.",German,sorge stellen hause gekommen freunde sitzen couch,original
und du bist wie was hier drin los ist wie was machst du hier?.,German,drin los machst,original
"Was ist los, wenn du etwas nicht gefangen hast oder die Person, die du immer fragen kannst, nicht verstanden hast?",German,los gefangen hast person immer fragen kannst verstanden hast,original
Habe ich dich richtig verstanden?,German,richtig verstanden,original
"und dann mach weiter und erkläre, wo du hingekommen bist.",German,mach erkläre hingekommen,original
Habe ich dich richtig verstanden?,German,richtig verstanden,original
"Wenn Sie jemanden bitten, nicht verärgert zu sein, nicht zu weinen, können Sie sagen, nehmen Sie es sich nicht zu Herzen.",German,jemanden bitten verärgert weinen sagen nehmen herzen,original
"Nimm es dir nicht zu Herzen wie ernst Sei nicht so verärgert, nimm es dir nicht zu Herzen.",German,nimm herzen ernst sei verärgert nimm herzen,original
"Eine andere Möglichkeit zu fragen, ob Sie einen Teil einer Phrase nicht verstanden haben, können Sie sagen, dass ich das letzte Wort nicht verstanden habe.",German,möglichkeit fragen teil phrase verstanden sagen letzte wort verstanden,original
Es tut mir Leid.,German,tut leid,original
"Kannst du es wiederholen, weil ich das letzte Wort nicht verstanden habe, wenn er möchte, dass jemand die ganze Phrase noch einmal wiederholt?",German,kannst wiederholen letzte wort verstanden möchte jemand ganze phrase wiederholt,original
du kannst dich entschuldigen.,German,kannst entschuldigen,original
"Ich habe nicht zugehört, weil du vielleicht beschäftigt warst.",German,zugehört vielleicht beschäftigt,original
"Vielleicht haben Sie telefoniert und jemand hat mit Ihnen gesprochen, und Sie sind wie.",German,vielleicht telefoniert jemand gesprochen,original
Ach du lieber Gott.,German,ach lieber gott,original
"Entschuldigung, ich habe nicht zugehört.",German,entschuldigung zugehört,original
Kannst du das wiederholen?.,German,kannst wiederholen,original
Es tut mir Leid.,German,tut leid,original
"Ich habe keinen anderen Satz gehört, den ich die ganze Zeit benutze.",German,satz gehört ganze zeit benutze,original
"Es spielt keine Rolle, keine Sorge, wenn Sie Ihren Kaffee über mich fallen lassen.",German,spielt rolle sorge kaffee fallen lassen,original
"Es ist, als wäre es egal.",German,wäre egal,original
Ich werde in Ordnung sein.,German,ordnung,original
ich' Ich gehe sowieso zur Wäsche.,German,gehe sowieso wäsche,original
"Es spielt keine Rolle, ob Sie jemandem Glück wünschen möchten.",German,spielt rolle jemandem glück wünschen möchten,original
und ich mache immer das man sagen kann Daumen drücken und man drückt die Finger so.,German,mache immer sagen daumen drücken drückt finger,original
Daumen drücken.,German,daumen drücken,original
"Ein anderer Satz, den Amerikaner verwenden, ist oh schlecht, der es erklärt und.",German,satz amerikaner verwenden schlecht erklärt,original
"Die Situation ist, dass Sie etwas nicht bekommen haben und dann einen zusätzlichen Effekt bekommen, und Sie bekommen es.",German,situation bekommen zusätzlichen effekt bekommen bekommen,original
und du bist wie oh das erklärt es das erklärt es.,German,erklärt erklärt,original
"Eine andere Möglichkeit, der Person zu sagen, dass sie nicht verärgert sein soll, besteht darin, zu sagen, dass Dinge passieren, als ob es in Ordnung wäre.",German,möglichkeit person sagen verärgert besteht darin sagen dinge passieren ordnung wäre,original
"Dinge passieren, sei nicht verärgert, wenn du nicht den Namen einer Person hast, mit der du sprechen möchtest.",German,dinge passieren sei verärgert namen person hast sprechen möchtest,original
"Sie können sich entschuldigen, um Sie zu stören, von denen Sie wissen, dass Sie sie sehen.",German,entschuldigen stören denen wissen sehen,original
"Wenn jemand beschäftigt ist, können Sie sich immer entschuldigen, um Sie zu stören, und dann können Sie weitermachen und fragen.",German,jemand beschäftigt immer entschuldigen stören weitermachen fragen,original
"Es tut mir leid, Sie zu stören.",German,tut leid stören,original
Wenn Sie mitten in etwas in jemandem sind. ',German,mitten jemandem,original
"Ich frage dich etwas, was du sagen kannst.",German,frage sagen kannst,original
"Du bist mitten in etwas und jemand bittet dich, etwas zu tun, was du sagst.",German,mitten jemand bittet tun sagst,original
Es tut mir leid.,German,tut leid,original
Ich bin in einer Minute bei dir.,German,minute,original
Ich bin bei dir.,German,,original
"Dann machst du wieder etwas und sagst, wo wir waren.",German,machst sagst,original
"Zum Beispiel, wann haben wir aufgehört, wo wir waren, und Sie müssen es wiederholen, denn mit welchem ​​Geräusch verwechseln sich manche Leute?",German,beispiel wann aufgehört müssen wiederholen geräusch verwechseln leute,original
"Das ist also eine großartige Möglichkeit zu üben, wo wir wieder waren, wenn Sie mitten in einem Gespräch sind.",German,großartige möglichkeit üben mitten gespräch,original
"und du hast nicht verstanden, was die andere Person gesagt hat, du kannst sagen, dass du gesagt hast und mit einem Fragezeichen.",German,hast verstanden person gesagt kannst sagen gesagt hast fragezeichen,original
"was bedeutet, was die Person auffordert, noch einmal zu wiederholen?",German,bedeutet person auffordert wiederholen,original
du hast gesagt.,German,hast gesagt,original
"Wenn jemand einen Job in seinen Träumen von dem bekommen hat, was Sie als Glückspilz bezeichnen können, oder wenn jemand in die Universität seiner Träume gekommen ist, als Glückspilz, dann ist dies eine Möglichkeit, der Person zu gratulieren, die Glück hat, oder einfach nur zu betonen, dass sie Glück hat, Glück zu haben, eine andere Art zu sagen Dass du wirklich wütend bist, heißt, ich bin ausgeflippt, als wäre ich so wütend, dass ich ausgeflippt bin.",German,jemand job träumen bekommen glückspilz bezeichnen jemand universität träume gekommen glückspilz möglichkeit person gratulieren glück einfach betonen glück glück art sagen wirklich wütend heißt ausgeflippt wäre wütend ausgeflippt,original
Das ist super wütend.,German,super wütend,original
"Oh, das ist fast verrückt.",German,fast verrückt,original
"Ich habe einen anderen Satz ausgeflippt, den Muttersprachler verwenden, der gut für Sie ist.",German,satz ausgeflippt muttersprachler verwenden gut,original
"Dies kann sowohl positiv als auch negativ sein, wenn Sie sagen, dass ich befördert wurde und wenn sie gut für Sie sagen, wie Glückwünsche und manchmal, wenn Sie sagen, dass ich diesen Ort verlasse.",German,sowohl positiv negativ sagen befördert wurde gut sagen glückwünsche manchmal sagen ort verlasse,original
Sie sind gut für dich.,German,gut,original
Ohne dich wäre es besser.,German,wäre besser,original
Dies ist eine negative Bedeutung.,German,negative bedeutung,original
Höre also wirklich auf die Intonation.,German,höre wirklich intonation,original
"Wenn dich etwas überrascht, kannst du auch sagen, dass du mich veräppeln musst wie oh mein Gott.",German,überrascht kannst sagen veräppeln musst gott,original
"Ich kann es nicht glauben, dass du mich veräppeln musst, jemandem zu sagen, er solle lächeln und glücklich sein.",German,glauben veräppeln musst jemandem sagen solle lächeln glücklich,original
"Wenn du willst, dass jemand nur so klingt, als würde er weinen und sich über etwas beschweren, das nicht passiert, kannst du sagen, komm, ich kann es tun, ich?",German,willst jemand klingt weinen beschweren passiert kannst sagen komm tun,original
Komm schon.,German,komm schon,original
"Sie können es tun, Sie können das Toefl passieren.",German,tun toefl passieren,original
Sie können das Gmat passieren.,German,gmat passieren,original
Sie werden es bekommen.,German,bekommen,original
"Sie können es tun, wenn es jemandem wirklich gut geht.",German,tun jemandem wirklich gut geht,original
"Sie können ihm sagen, dass er die gute Arbeit fortsetzt.",German,sagen gute arbeit fortsetzt,original
"Machen Sie weiter so, wie Sie sind, und machen Sie die gute Arbeit weiter.",German,gute arbeit,original
"Ein anderer Satz ist umgangssprachlich, und das ist es, was Amerikaner tun sagen.",German,satz umgangssprachlich amerikaner tun sagen,original
"Das ist beleuchtet, was bedeutet, dass es erstaunlich ist, was viele Amerikaner in Kalifornien gesagt haben.",German,beleuchtet bedeutet erstaunlich viele amerikaner kalifornien gesagt,original
"Oh, das ist beleuchtet und du hast es wahrscheinlich in Songs gehört, die ' Wenn jemand nach Fehlern erfolgreich ist, können Sie sagen, dass Sie es schaffen.",German,beleuchtet hast wahrscheinlich song gehört jemand fehlern erfolgreich sagen schaffen,original
"Ich habe Ihnen gesagt, dass Sie es schaffen werden, wenn jemand Sie fragt, ob Sie müde sind und Sie sagen möchten, dass Sie überhaupt nicht müde sind kann nicht ein bisschen nah sagen.",German,gesagt schaffen jemand fragt müde sagen möchten überhaupt müde bisschen nah sagen,original
"Ich möchte weitermachen Ich bin nicht müde, nicht davon, wenn jemand Sie fragt, sind Sie sicher und Sie sind sich ziemlich sicher, dass Sie sagen können, dass dafür kein Platz ist?",German,möchte weitermachen müde davon jemand fragt sicher ziemlich sicher sagen dafür platz,original
"In Amerika gibt es keinen Zweifel, ob Sie jemandem eine SMS senden oder ihm eine Nachricht senden möchten, die Sie Text zu Text sagen, damit ich Ihnen eine SMS über WhatsApp oder ein Telegramm oder einen Messenger senden kann Schreiben Sie noch einmal eine SMS, um jemanden aufzumuntern und ihm zu sagen, dass er nicht verärgert sein soll.",German,amerika gibt zweifel jemandem sm senden nachricht senden möchten text text sagen sm whatsapp telegramm messenger senden schreiben sm jemanden aufzumuntern sagen verärgert,original
"Sie können sagen, dass es sich nicht lohnt, warum weinen Sie?",German,sagen lohnt warum weinen,original
Es lohnt sich nicht.,German,lohnt,original
"du bist so viel besser als das Problem, über das du weinst ' Es ist deine Tränen nicht wert.",German,besser problem weinst tränen wert,original
Es lohnt sich nicht.,German,lohnt,original
"Ich persönlich liebe den Satz, den du rockst, was bedeutet, dass du unglaublich bist.",German,persönlich liebe satz rockst bedeutet unglaublich,original
Ach du lieber Gott.,German,ach lieber gott,original
du rockst du rockst?,German,rockst rockst,original
"Nein, du hast einen tollen Job gemacht.",German,nein hast tollen job gemacht,original
"Sie rocken, wenn jemand nicht wirklich gut arbeitet und Sie möchten, dass er härter arbeitet.",German,rocken jemand wirklich gut arbeitet möchten härter arbeitet,original
"Sie können sagen, Sie sollten eine Extrameile gehen, was bedeutet, dass Sie wie härter arbeiten Sie eine Extrameile gehen sollten.",German,sagen sollten extrameile gehen bedeutet härter arbeiten extrameile gehen sollten,original
"Eine andere Möglichkeit, genau das zu sagen, was Sie sagen können: Steigern Sie Ihr Spiel, indem Sie härter arbeiten, und verbessern Sie Ihr Spiel.",German,möglichkeit genau sagen sagen steigern spiel härter arbeiten verbessern spiel,original
wenn jemand weint und es nicht will.,German,jemand weint,original
es sinkt du sagst reiß dich zusammen wie nimm dich buchstäblich und reiß dich zusammen hör auf zu arbeiten hör auf zu weinen reiß dich zusammen.,German,sinkt sagst reiß zusammen nimm buchstäblich reiß zusammen hör arbeiten hör weinen reiß zusammen,original
hey beruhige dich zusammen noch ein Satz das.,German,hey beruhige zusammen satz,original
"Ich liebe dich, du hast mich verkauft, weil manchmal Leute ihre Reise beschreiben oder jemanden, den sie gekauft haben, und sie beschreiben, dass es so gut ist.",German,liebe hast verkauft manchmal leute reise beschreiben jemanden gekauft beschreiben gut,original
"und sie sind so, als ob ich das gleiche kaufen möchte und ich sage ihnen, dass du es verkauft hast, dass du mich verkauft hast.",German,gleiche kaufen möchte sage verkauft hast verkauft hast,original
Ich würde das nicht in Ordnung kaufen.,German,ordnung kaufen,original
"Du hast mich verkauft, wenn du nicht an dem Gespräch interessiert bist.",German,hast verkauft gespräch interessiert,original
Du bist wie im Sitzen.,German,sitzen,original
"Du kannst sagen, es ist mir egal, das ist so langweilig.",German,kannst sagen egal langweilig,original
ich bin nicht interessiert.,German,interessiert,original
"Es ist mir egal, ob dich jemand etwas fragt und das ist eine wirklich einfache Entscheidung für dich, so wie jemand dir sagt, dass du meine 1 Million Dollar nimmst und du sagst, das ist ein Kinderspiel.",German,egal jemand fragt wirklich einfache entscheidung jemand sagt million dollar nimmst sagst kinderspiel,original
Ich akzeptiere es.,German,akzeptiere,original
"Dies ist ein Kinderspiel, was bedeutet, dass es eine wirklich einfache Entscheidung für Sie ist, wenn Sie etwas falsch gemacht haben und Sie zugeben, dass Sie sagen können, ich habe es vermasselt, ja Leute.",German,kinderspiel bedeutet wirklich einfache entscheidung falsch gemacht zugeben sagen vermasselt leute,original
ich weiß.,German,weiß,original
Es tut mir Leid.,German,tut leid,original
Ich habe es vermasselt.,German,vermasselt,original
das ist mein Fehler.,German,fehler,original
"Ich habe es vermasselt Ich habe es vermasselt, wenn du willst, dass jemand anstelle von mir arbeitet, kannst du sagen.",German,vermasselt vermasselt willst jemand anstelle arbeitet kannst sagen,original
"Kannst du mich bedecken, wie kannst du anstelle von mir arbeiten, während ich?",German,kannst bedecken kannst anstelle arbeiten,original
Ich sehe meinen Freund.,German,sehe freund,original
"Kannst du mich abdecken, es ist Zeit zu gehen und Leute, ich sollte besser gehen, was bedeutet, dass ich schon gehen sollte.",German,kannst abdecken zeit gehen leute besser gehen bedeutet schon gehen,original
du weißt es.,German,weißt,original
Es ist tatsächlich 1 9 Uhr.,German,tatsächlich uhr,original
jetzt sofort.,German,sofort,original
"Ich gehe besser einen anderen Weg, um mich zu verabschieden.",German,gehe besser verabschieden,original
"Ich kann sagen, pass auf dich auf, was bedeutet, auf dich aufzupassen.",German,sagen pas bedeutet aufzupassen,original
Wir sehen uns später.,German,sehen später,original
Pass auf dich auf.,German,pas,original
"Ich weiß nicht, an welchem ​​Tag Sie dieses Video sehen, aber wenn es Freitag ist, zum Beispiel am Wochenende.",German,weiß tag video sehen freitag beispiel wochenende,original
"Sie können sagen, Gott sei Dank ist Freitag oder denken, Himmel sagte Samstag Wochenende Entdeckung.",German,sagen gott sei dank freitag denken himmel sagte samstag wochenende entdeckung,original
"Ich bin so froh, dass es Jungs waren.",German,froh jung,original
50 Sätze in Englisch.,German,sätze englisch,original
"Lassen Sie mich wissen, ob dies hilfreich war, indem Sie dieses Video mögen und unten kommentieren, wenn Sie weitere coole Sätze kennen.",German,lassen wissen hilfreich video mögen unten kommentieren weitere coole sätze kennen,original
"das wäre toll, da drüben ist irgendwo ein roter Knopf.",German,wäre toll drüben irgendwo roter knopf,original
Hallo und herzlich willkommen.,German,hallo herzlich willkommen,original
"In diesem Video werde ich Ihnen 100 allgemeine und sehr nützliche Sätze geben, die Sie im Gespräch verwenden können.",German,video 100 allgemeine nützliche sätze geben gespräch verwenden,original
"Wenn Sie einen Satz üben hören, üben Sie ihn nach mir.",German,satz üben hören üben,original
"versuche meine Aussprache genau zu kopieren, einschließlich des von mir verwendeten Tonfalls.",German,versuche aussprache genau kopieren einschließlich verwendeten tonfalls,original
"Okay, lass uns anfangen.",German,okay lass anfangen,original
Grundlegende Grüße wie geht es dir?,German,grundlegende grüße geht,original
wie geht's?,German,geht,original
Was geht?,German,geht,original
